FIPS,State,County,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17
25025,Massachusetts,Suffolk County,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025,25025
25027,Massachusetts,Worcester County,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027,25027
26001,Michigan,Alcona County,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001,26001
26003,Michigan,Alger County,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003,26003
26005,Michigan,Allegan County,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005,26005
26007,Michigan,Alpena County,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007,26007
26009,Michigan,Antrim County,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009,26009
26011,Michigan,Arenac County,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011
26013,Michigan,Baraga County,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013,26013
26015,Michigan,Barry County,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015,26015
26017,Michigan,Bay County,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017,26017
26019,Michigan,Benzie County,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019,26019
26021,Michigan,Berrien County,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021,26021
26023,Michigan,Branch County,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023,26023
26025,Michigan,Calhoun County,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025,26025
26027,Michigan,Cass County,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027,26027
26029,Michigan,Charlevoix County,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029,26029
26031,Michigan,Cheboygan County,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031,26031
26033,Michigan,Chippewa County,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033
26035,Michigan,Clare County,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035,26035
26037,Michigan,Clinton County,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037,26037
26039,Michigan,Crawford County,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039,26039
26041,Michigan,Delta County,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041,26041
